text,product,target,processed
"Post-Facebook Deal, Beluga Gets A Final SXSW Tune-Up {link} #tc #beluga #facebook #iphone #sxsw",,1,post facebook deal beluga get final tune beluga facebook
@mention Booth 1406-1408 at #sxsw &amp; we have some great deals going on there to buy a juice pack and extend your iPhone battery life!,,1,booth great deal going juice pack extend battery life
"My wish, both for myself &amp; for boomers: stop disabling zoom on iPhone &amp; iPad apps! #sxsw yourmom",,1,wish boomer stop disabling zoom apps yourmom
Excited about #sxsw tomorrow! Leaving for Austin at 8am. Will see Google's @mention at 3:30pm. Still working my schedule.,Google,2,excited tomorrow leaving still working schedule
Talking about bar codes and their use.  Google has an open source bar code API  that can be used for other devices. #SXSW #mobile,,1,talking code open source code used device mobile
Talking about iPad's usefulness for developers. We're not nerds at all. #sxsw,iPad,2,talking usefulness developer nerd
We read about the Google Circles rumors today at #SXSW. What are your thoughts on it? Let us know! #LiptonSXSW {link} 18+,,1,read circle rumor today thought know liptonsxsw
#iPad2 Unboxing Outside the #SXSW #Apple Store {link},,1,unboxing outside store
#redbull bpm DJ iPad app is powering this party. #sxsw #DTas   @mention Republic Live {link},iPad or iPhone App,2,redbull powering party dtas republic live
"At: Left Brain Search = Google. Right Brain Search = X at SXSW.
{link} #SXSW #BetterSearch",,1,left brain search right brain search bettersearch
Come Celebrate Austin with Google and GSD&amp;M at SXSW - Hotpot Blog {link} #fb #sxsw,,1,come celebrate hotpot blog
Come celebrate w/ Charity Water tonight! (Google is throwin the party). Jump start your #sxsw week off right! studentsforcleanwater.org/rsvp,Google,2,come celebrate charity water tonight throwin party jump start week right studentsforcleanwater rsvp
@mention Brian - Actually Austin doesn't have an Apple store but there is a rumor they built a pop up one {link}  for #SXSW,,1,brian actually store rumor built
Should I bring my iPad and MacBook Air OR just my Air on the #startupbus to #sxsw? #NYC,,1,bring macbook startupbus nyc
The last broadcast OR Your mom has an iPad. #SXSW,,1,last broadcast
want Gun Bros for Android? want to play it on #XperiaPlay? Find me @mention for a download card #SXSW  {link},,1,want bros android want play xperiaplay find download card
Play Gun Bros on an xperia play at Google League event and parking lot of #teamandroid event on #xperiaplay Sunday #sxsw @mention,,1,play bros xperia play league event parking teamandroid event xperiaplay sunday
Google Labs' Fusion Tables made Election Day Foursquare visualization possible #SXSW ^PR,Other Google product or service,2,lab fusion table made election foursquare visualization possible
pubsubhubbub is an interesting way to cache some load off your web server {link} via @mention #fsw #sxsw,,1,pubsubhubbub interesting cache load server fsw
I'm late but finally here at #gsdm #google #SXSW great surprise to b greeted by the lovely Lindsay stillman. Gonna b a good night.,Google,2,late finally gsdm great surprise greeted lovely lindsay stillman gonna good night
"Everyone buy @mention an app for his new iPad on this day of his birth. Happy, happy. #SXSW #gsdm",iPad or iPhone App,2,everyone birth happy happy gsdm
"Should I buy an iPad for @mention at the makeshift #sxsw Apple Store on launch day? Fuck no, I respect him too much... #wwsxsw",iPad,0,makeshift store launch fuck respect much wwsxsw
"Everyone buying iPad 2's! I feel like a dinosaur with version, my blackberry and pc. Sxsw is like an Apple convention #sxsw",,1,everyone buying feel like dinosaur version blackberry like convention
Reminded by @mention abt the value of Google Zeitgeist {link} #sxsw,,1,reminded value zeitgeist
"The walk by Lady Bird Lake was lovely, but Google Maps travel times are not to be trusted. #SXSW",Other Google product or service,0,walk lady bird lake lovely map travel time trusted
"&quot;...by the law of averages, better than Buzz&quot; RT @mention &quot;Google Circles will be ______ &quot;  #sxsw",,2,average better buzz circle
#inspiredbyprint #sxsw Oh burn. Comparing iPad's skeumorpism to magic cap and Bob.,,1,inspiredbyprint burn comparing skeumorpism magic
{link} #TC #google #sxsw Marissa Mayer: 40% Of Google Maps Usage Is Mobile (And There Are 150 Million... {link},,1,marissa mayer map usage mobile million
Optimistic #Ohio #SXSW. Google pay per click management.   {link},,1,optimistic ohio click management
Wicked pic I got of @mention (Duncan Jones) before I got to shake his hand. #SXSW - {link},,1,wicked duncan jones shake hand
Free music on iTunes! SXSW: Featured Artists - {link} #iTunes #SXSW,,1,free music itunes featured artist itunes
"Awkward JC Penneys question asked to Marissa Mayer, apparently JC Penney locations are being re-routed to Macys in Google maps? #SXSW",,1,awkward penneys question asked marissa mayer apparently penney location routed macys map
The ironic tee has been usurped by the iPad 2 as the hipster/geek/start-up chic fashion item at this year's #SXSW,iPad,2,ironic usurped hipster geek start chic fashion item year
#Cloud #VC This Post Has Nothing to do with #SXSW: 2x startup Founder &amp; CEO who has gone to the Dark Side o... {link} #TCN,,1,cloud post nothing startup founder gone dark side tcn
woohoo! cc: @mention @mention RT @mention Apple to Open Pop-Up Shop at #SXSW [REPORT] - {link},,1,woohoo open shop report
Game logic! Agency behaviour! Monkey mind control! The Ogilvy #AUSXSW podcast from #SXSW Day One {link},,1,game logic agency behaviour monkey mind control ogilvy ausxsw podcast
"Chris Sacca Tweets Out A Fake #SXSW Beta Invite, Follower Swarm Ensues - TechCrunch: Chris Sacca Tweets O... {link} #apple",,1,chris sacca tweet fake beta invite follower swarm ensues techcrunch chris sacca tweet
"Chris Sacca Tweets Out A Fake #SXSW Beta Invite, Follower Swarm Ensues {link}",,1,chris sacca tweet fake beta invite follower swarm ensues
"Chris Sacca Tweets Out A Fake #SXSW Beta Invite, Follower Swarm Ensues {link} #ipad",,1,chris sacca tweet fake beta invite follower swarm ensues
ipadi alacagimiz yer belli oldu:  Apple to Open Pop-Up Shop at Austin #SXSW {link} via @mention @mention,,1,ipadi alacagimiz belli oldu open shop
The iPad calendar = The Frankeninterface. Designed as one interface metaphor but uses another. #tapworthy #sxsw,,0,calendar frankeninterface designed interface metaphor us another tapworthy
"#SXSW #macallan A formula for a successful day at SXSW - good sessions, my iPad, and a glass of MacAllan single malt. {link}",iPad,2,macallan formula successful good session glass macallan single malt
I knew Localmind by @mention was a hit. It's getting huge press at #SXSW. We reviewed it earlier here: {link} #localmind,,1,knew localmind getting huge press reviewed earlier localmind
@mention Can not wait for #iPad 2 also. They should sale them down at #SXSW.,iPad,2,wait also sale
"@mention can one of your shirts say #winning?! Rofl!!

#angrybirds #iPhone #iPad #SXSW",,1,shirt winning rofl angrybirds
@mention Can we make you an iPhone case with TTYE on it just in time for #sxsw? We want to show our support!,,1,make case ttye time want show support
"Bisotã¢ location @mention 06:10, 3/16 
Austin, TX, USA 
{link} 
#SXSW platform 2011 is killing... {link}",,1,bisot location platform killing
"Music: Location, mobile recording, meet @mention - #ios and #android updates in time for #sxsw. {link}",,2,music location mobile recording meet ios android update time
RT NicoRiccelli: Google to Launch Major New Social Network Called Circles. {link}  #sxsw // Google denies this.,,1,nicoriccelli launch major social network called circle denies
"Clear +succinct visions make for great UX (think Apple, Google, Intuit)-we've seemed to forget the 'heart' of caring/purpose #sxsw #rhjr_ux5",,1,clear succinct vision make great think intuit seemed forget heart caring purpose rhjr
Open-source geo-hashing coming soon from @mention being used by @mention developers called S2 #SXSW,,1,open source hashing coming soon used developer called
"LiquidSpace Launches iPhone App, Mobile Marketplace for Workspace #sxsw | @mention {link}",,1,liquidspace launch mobile marketplace workspace
"#techcrunch #google Chris Sacca Tweets Out A Fake #SXSW Beta Invite, Follower Swarm Ensues: 
... {link} #facebook @mention",,1,techcrunch chris sacca tweet fake beta invite follower swarm ensues facebook
#techcrunch #google LaunchRock And Vencorps Want To Give $30K To The ÛÏBestÛ Startups #SXSW: L... {link} #facebook @mention,,1,techcrunch launchrock vencorps want give best startup facebook
#techcrunch #google This Post Has Nothing to do with #SXSW: EditorÛªs Note: This is a guest po... {link} #facebook @mention,,1,techcrunch post nothing editor note guest facebook
Saw a bunch of security guards playing with iPads at the apple store after hours last night #sxsw {link},,1,bunch security guard playing ipads store hour last night
"The lawn chair: perfect for keyboards. That's Dan's, drummer for Mist Giant #sxsw Location: {link}    {link}",,1,lawn chair perfect keyboard drummer mist giant location
#sxsw #enchantment: @mention &quot;Bright spot for Apple: Pagemaker saved Apple. I believe in God b/c no other explanation of Apple survival,Apple,1,enchantment bright spot pagemaker saved believe explanation survival
"#sxsw #enchantment: @mention &quot;Do I get special treatment by Apple? No, I'm standing in line at Apple Store right with you.&quot;",,1,enchantment special treatment standing line store right
#sxsw #enchantment: @mention &quot;Early Apple days: Any flight over 2h qualifies for 1st class.&quot; &quot;When does 2h start? When leaving apt&quot;,,1,enchantment early day flight qualifies class doe start leaving
"#sxsw #enchantment: @mention &quot;It's like saying, please don't register. Just go to Google.&quot;  Hahah",,1,enchantment like saying please register hahah
#sxsw #enchantment: @mention &quot;No one uses Windows voluntarily.&quot; &quot;Apple is greatest collection of egomaniacs in history.&quot; haha,Apple,0,enchantment us window voluntarily greatest collection egomaniac history haha
"#sxsw #enchantment: @mention &quot;Sell your dream. Steve Jobs doesn't say: iPhone is $188 of parts+AT&amp;T, made by ppl in suicidal Chinese",iPhone,0,enchantment sell dream steve job part made suicidal chinese
#sxsw #enchantment: @mention &quot;Wouldn't let Apple II people in our building [where they were building Macs]&quot;,,1,enchantment people building building mac
